PA,SZ,AG,Pop,Time
Punggol,Northshore,55_to_59,30,2020
Punggol,Northshore,5_to_9,20,2020
Punggol,Northshore,60_to_64,30,2020
Punggol,Northshore,65_to_69,30,2020
Punggol,Northshore,70_to_74,20,2020
Punggol,Northshore,75_to_79,0,2020
Punggol,Northshore,80_to_84,0,2020
Punggol,Northshore,85_to_89,0,2020
Punggol,Northshore,90_and_over,0,2020
Punggol,Punggol Canal,0_to_4,0,2020
Punggol,Punggol Canal,10_to_14,0,2020
Punggol,Punggol Canal,15_to_19,0,2020
Punggol,Punggol Canal,20_to_24,0,2020
Punggol,Punggol Canal,25_to_29,0,2020
Punggol,Punggol Canal,30_to_34,0,2020
Punggol,Punggol Canal,35_to_39,0,2020
Punggol,Punggol Canal,40_to_44,0,2020
Punggol,Punggol Canal,45_to_49,0,2020
Punggol,Punggol Canal,50_to_54,0,2020
Punggol,Punggol Canal,55_to_59,0,2020
Punggol,Punggol Canal,5_to_9,0,2020
Punggol,Punggol Canal,60_to_64,0,2020
Punggol,Punggol Canal,65_to_69,0,2020
Punggol,Punggol Canal,70_to_74,0,2020
Punggol,Punggol Canal,75_to_79,0,2020
Punggol,Punggol Canal,80_to_84,0,2020
Punggol,Punggol Canal,85_to_89,0,2020
Punggol,Punggol Canal,90_and_over,0,2020
Punggol,Punggol Field,0_to_4,2420,2020
Punggol,Punggol Field,10_to_14,3950,2020
Punggol,Punggol Field,15_to_19,3400,2020
Punggol,Punggol Field,20_to_24,2650,2020
Punggol,Punggol Field,25_to_29,2460,2020
Punggol,Punggol Field,30_to_34,2760,2020
Punggol,Punggol Field,35_to_39,4030,2020
Punggol,Punggol Field,40_to_44,5110,2020
Punggol,Punggol Field,45_to_49,5150,2020
Punggol,Punggol Field,50_to_54,3380,2020
Punggol,Punggol Field,55_to_59,2940,2020
Punggol,Punggol Field,5_to_9,3370,2020
Punggol,Punggol Field,60_to_64,2520,2020
Punggol,Punggol Field,65_to_69,1930,2020
Punggol,Punggol Field,70_to_74,1420,2020
Punggol,Punggol Field,75_to_79,670,2020
Punggol,Punggol Field,80_to_84,470,2020
Punggol,Punggol Field,85_to_89,250,2020
Punggol,Punggol Field,90_and_over,140,2020
Punggol,Punggol Town Centre,0_to_4,2820,2020
Punggol,Punggol Town Centre,10_to_14,1140,2020
Punggol,Punggol Town Centre,15_to_19,830,2020
Punggol,Punggol Town Centre,20_to_24,630,2020
Punggol,Punggol Town Centre,25_to_29,1020,2020
Punggol,Punggol Town Centre,30_to_34,3030,2020
Punggol,Punggol Town Centre,35_to_39,3430,2020
Punggol,Punggol Town Centre,40_to_44,2120,2020
Punggol,Punggol Town Centre,45_to_49,1440,2020
Punggol,Punggol Town Centre,50_to_54,980,2020
Punggol,Punggol Town Centre,55_to_59,800,2020
Punggol,Punggol Town Centre,5_to_9,2190,2020
Punggol,Punggol Town Centre,60_to_64,630,2020
Punggol,Punggol Town Centre,65_to_69,490,2020
Punggol,Punggol Town Centre,70_to_74,380,2020
Punggol,Punggol Town Centre,75_to_79,170,2020
Punggol,Punggol Town Centre,80_to_84,120,2020
Punggol,Punggol Town Centre,85_to_89,80,2020
Punggol,Punggol Town Centre,90_and_over,10,2020
Punggol,Waterway East,0_to_4,5480,2020
Punggol,Waterway East,10_to_14,3170,2020
Punggol,Waterway East,15_to_19,2150,2020
Punggol,Waterway East,20_to_24,1640,2020
Punggol,Waterway East,25_to_29,2190,2020
Punggol,Waterway East,30_to_34,5910,2020
Punggol,Waterway East,35_to_39,7250,2020
Punggol,Waterway East,40_to_44,5040,2020
Punggol,Waterway East,45_to_49,3570,2020
Punggol,Waterway East,50_to_54,2330,2020
Punggol,Waterway East,55_to_59,2010,2020
Punggol,Waterway East,5_to_9,4910,2020
Punggol,Waterway East,60_to_64,1540,2020
Punggol,Waterway East,65_to_69,1390,2020
Punggol,Waterway East,70_to_74,1050,2020
Punggol,Waterway East,75_to_79,510,2020
Punggol,Waterway East,80_to_84,290,2020
Punggol,Waterway East,85_to_89,150,2020
Punggol,Waterway East,90_and_over,80,2020
Queenstown,Commonwealth,0_to_4,150,2020
Queenstown,Commonwealth,10_to_14,270,2020
Queenstown,Commonwealth,15_to_19,280,2020
Queenstown,Commonwealth,20_to_24,290,2020
Queenstown,Commonwealth,25_to_29,400,2020
Queenstown,Commonwealth,30_to_34,420,2020
Queenstown,Commonwealth,35_to_39,430,2020
Queenstown,Commonwealth,40_to_44,460,2020
Queenstown,Commonwealth,45_to_49,570,2020
Queenstown,Commonwealth,50_to_54,570,2020
Queenstown,Commonwealth,55_to_59,610,2020
Queenstown,Commonwealth,5_to_9,200,2020
Queenstown,Commonwealth,60_to_64,560,2020
Queenstown,Commonwealth,65_to_69,460,2020
Queenstown,Commonwealth,70_to_74,430,2020
Queenstown,Commonwealth,75_to_79,320,2020
Queenstown,Commonwealth,80_to_84,310,2020
Queenstown,Commonwealth,85_to_89,190,2020
Queenstown,Commonwealth,90_and_over,100,2020
Queenstown,Dover,0_to_4,350,2020
Queenstown,Dover,10_to_14,660,2020
Queenstown,Dover,15_to_19,630,2020
Queenstown,Dover,20_to_24,640,2020
Queenstown,Dover,25_to_29,680,2020
Queenstown,Dover,30_to_34,540,2020
Queenstown,Dover,35_to_39,680,2020
Queenstown,Dover,40_to_44,890,2020
Queenstown,Dover,45_to_49,950,2020
Queenstown,Dover,50_to_54,890,2020
Queenstown,Dover,55_to_59,830,2020
Queenstown,Dover,5_to_9,540,2020
Queenstown,Dover,60_to_64,710,2020
Queenstown,Dover,65_to_69,600,2020
Queenstown,Dover,70_to_74,630,2020
Queenstown,Dover,75_to_79,380,2020
Queenstown,Dover,80_to_84,310,2020
Queenstown,Dover,85_to_89,130,2020
Queenstown,Dover,90_and_over,50,2020
Queenstown,Ghim Moh,0_to_4,850,2020
Queenstown,Ghim Moh,10_to_14,570,2020
Queenstown,Ghim Moh,15_to_19,490,2020
Queenstown,Ghim Moh,20_to_24,610,2020
Queenstown,Ghim Moh,25_to_29,790,2020
Queenstown,Ghim Moh,30_to_34,1310,2020
Queenstown,Ghim Moh,35_to_39,1110,2020
Queenstown,Ghim Moh,40_to_44,930,2020
Queenstown,Ghim Moh,45_to_49,900,2020
Queenstown,Ghim Moh,50_to_54,790,2020
Queenstown,Ghim Moh,55_to_59,870,2020
Queenstown,Ghim Moh,5_to_9,670,2020
Queenstown,Ghim Moh,60_to_64,830,2020
Queenstown,Ghim Moh,65_to_69,800,2020
Queenstown,Ghim Moh,70_to_74,910,2020
Queenstown,Ghim Moh,75_to_79,600,2020
Queenstown,Ghim Moh,80_to_84,460,2020
Queenstown,Ghim Moh,85_to_89,300,2020
Queenstown,Ghim Moh,90_and_over,140,2020
Queenstown,Holland Drive,0_to_4,360,2020
Queenstown,Holland Drive,10_to_14,360,2020
Queenstown,Holland Drive,15_to_19,480,2020
Queenstown,Holland Drive,20_to_24,530,2020
Queenstown,Holland Drive,25_to_29,800,2020
Queenstown,Holland Drive,30_to_34,820,2020
Queenstown,Holland Drive,35_to_39,740,2020
Queenstown,Holland Drive,40_to_44,910,2020
Queenstown,Holland Drive,45_to_49,1090,2020
Queenstown,Holland Drive,50_to_54,970,2020
Queenstown,Holland Drive,55_to_59,950,2020
Queenstown,Holland Drive,5_to_9,340,2020
Queenstown,Holland Drive,60_to_64,850,2020
Queenstown,Holland Drive,65_to_69,870,2020
Queenstown,Holland Drive,70_to_74,910,2020
Queenstown,Holland Drive,75_to_79,680,2020
Queenstown,Holland Drive,80_to_84,570,2020
Queenstown,Holland Drive,85_to_89,320,2020
Queenstown,Holland Drive,90_and_over,180,2020
Queenstown,Kent Ridge,0_to_4,0,2020
Queenstown,Kent Ridge,10_to_14,0,2020
Queenstown,Kent Ridge,15_to_19,0,2020
Queenstown,Kent Ridge,20_to_24,0,2020
Queenstown,Kent Ridge,25_to_29,0,2020
Queenstown,Kent Ridge,30_to_34,0,2020
Queenstown,Kent Ridge,35_to_39,0,2020
Queenstown,Kent Ridge,40_to_44,0,2020
Queenstown,Kent Ridge,45_to_49,0,2020
Queenstown,Kent Ridge,50_to_54,0,2020
Queenstown,Kent Ridge,55_to_59,0,2020
Queenstown,Kent Ridge,5_to_9,0,2020
Queenstown,Kent Ridge,60_to_64,0,2020
Queenstown,Kent Ridge,65_to_69,0,2020
Queenstown,Kent Ridge,70_to_74,0,2020
Queenstown,Kent Ridge,75_to_79,0,2020
Queenstown,Kent Ridge,80_to_84,0,2020
Queenstown,Kent Ridge,85_to_89,0,2020
Queenstown,Kent Ridge,90_and_over,0,2020
Queenstown,Margaret Drive,0_to_4,1110,2020
Queenstown,Margaret Drive,10_to_14,780,2020
Queenstown,Margaret Drive,15_to_19,570,2020
Queenstown,Margaret Drive,20_to_24,590,2020
Queenstown,Margaret Drive,25_to_29,860,2020
Queenstown,Margaret Drive,30_to_34,1280,2020
Queenstown,Margaret Drive,35_to_39,2000,2020
Queenstown,Margaret Drive,40_to_44,1570,2020
Queenstown,Margaret Drive,45_to_49,1120,2020
Queenstown,Margaret Drive,50_to_54,900,2020
Queenstown,Margaret Drive,55_to_59,840,2020
Queenstown,Margaret Drive,5_to_9,1200,2020
Queenstown,Margaret Drive,60_to_64,790,2020
Queenstown,Margaret Drive,65_to_69,730,2020
Queenstown,Margaret Drive,70_to_74,690,2020
Queenstown,Margaret Drive,75_to_79,400,2020
Queenstown,Margaret Drive,80_to_84,320,2020
Queenstown,Margaret Drive,85_to_89,210,2020
Queenstown,Margaret Drive,90_and_over,140,2020
Queenstown,Mei Chin,0_to_4,460,2020
Queenstown,Mei Chin,10_to_14,710,2020
Queenstown,Mei Chin,15_to_19,800,2020
Queenstown,Mei Chin,20_to_24,930,2020
Queenstown,Mei Chin,25_to_29,1130,2020
Queenstown,Mei Chin,30_to_34,950,2020
Queenstown,Mei Chin,35_to_39,890,2020
Queenstown,Mei Chin,40_to_44,980,2020
Queenstown,Mei Chin,45_to_49,1190,2020
Queenstown,Mei Chin,50_to_54,1250,2020
Queenstown,Mei Chin,55_to_59,1310,2020
Queenstown,Mei Chin,5_to_9,550,2020
Queenstown,Mei Chin,60_to_64,1260,2020
Queenstown,Mei Chin,65_to_69,1040,2020
Queenstown,Mei Chin,70_to_74,790,2020
Queenstown,Mei Chin,75_to_79,510,2020
Queenstown,Mei Chin,80_to_84,490,2020
Queenstown,Mei Chin,85_to_89,300,2020
Queenstown,Mei Chin,90_and_over,180,2020
Queenstown,National University Of S'pore,0_to_4,0,2020
Queenstown,National University Of S'pore,10_to_14,0,2020
Queenstown,National University Of S'pore,15_to_19,10,2020
Queenstown,National University Of S'pore,20_to_24,120,2020
Queenstown,National University Of S'pore,25_to_29,30,2020
Queenstown,National University Of S'pore,30_to_34,20,2020
Queenstown,National University Of S'pore,35_to_39,0,2020
Queenstown,National University Of S'pore,40_to_44,10,2020
Queenstown,National University Of S'pore,45_to_49,20,2020
Queenstown,National University Of S'pore,50_to_54,0,2020
Queenstown,National University Of S'pore,55_to_59,20,2020
Queenstown,National University Of S'pore,5_to_9,0,2020
Queenstown,National University Of S'pore,60_to_64,0,2020
Queenstown,National University Of S'pore,65_to_69,0,2020
Queenstown,National University Of S'pore,70_to_74,0,2020
Queenstown,National University Of S'pore,75_to_79,0,2020
Queenstown,National University Of S'pore,80_to_84,0,2020
Queenstown,National University Of S'pore,85_to_89,0,2020
Queenstown,National University Of S'pore,90_and_over,0,2020
Queenstown,One North,0_to_4,40,2020
Queenstown,One North,10_to_14,60,2020
Queenstown,One North,15_to_19,30,2020
Queenstown,One North,20_to_24,30,2020
Queenstown,One North,25_to_29,30,2020
Queenstown,One North,30_to_34,30,2020
Queenstown,One North,35_to_39,100,2020
Queenstown,One North,40_to_44,80,2020
Queenstown,One North,45_to_49,90,2020
Queenstown,One North,50_to_54,90,2020
Queenstown,One North,55_to_59,40,2020
Queenstown,One North,5_to_9,60,2020
Queenstown,One North,60_to_64,20,2020
Queenstown,One North,65_to_69,20,2020
Queenstown,One North,70_to_74,20,2020
Queenstown,One North,75_to_79,0,2020
Queenstown,One North,80_to_84,0,2020
Queenstown,One North,85_to_89,0,2020
Queenstown,One North,90_and_over,0,2020
Queenstown,Pasir Panjang 1,0_to_4,180,2020
Queenstown,Pasir Panjang 1,10_to_14,240,2020
Queenstown,Pasir Panjang 1,15_to_19,260,2020
Queenstown,Pasir Panjang 1,20_to_24,260,2020
Queenstown,Pasir Panjang 1,25_to_29,360,2020
Queenstown,Pasir Panjang 1,30_to_34,300,2020
Queenstown,Pasir Panjang 1,35_to_39,330,2020
Queenstown,Pasir Panjang 1,40_to_44,410,2020
Queenstown,Pasir Panjang 1,45_to_49,410,2020
Queenstown,Pasir Panjang 1,50_to_54,350,2020
Queenstown,Pasir Panjang 1,55_to_59,330,2020
Queenstown,Pasir Panjang 1,5_to_9,180,2020
Queenstown,Pasir Panjang 1,60_to_64,280,2020
Queenstown,Pasir Panjang 1,65_to_69,230,2020
Queenstown,Pasir Panjang 1,70_to_74,180,2020
Queenstown,Pasir Panjang 1,75_to_79,80,2020
Queenstown,Pasir Panjang 1,80_to_84,60,2020
Queenstown,Pasir Panjang 1,85_to_89,60,2020
Queenstown,Pasir Panjang 1,90_and_over,0,2020
Queenstown,Pasir Panjang 2,0_to_4,90,2020
Queenstown,Pasir Panjang 2,10_to_14,150,2020
Queenstown,Pasir Panjang 2,15_to_19,160,2020
Queenstown,Pasir Panjang 2,20_to_24,200,2020
Queenstown,Pasir Panjang 2,25_to_29,250,2020
Queenstown,Pasir Panjang 2,30_to_34,170,2020
Queenstown,Pasir Panjang 2,35_to_39,180,2020
Queenstown,Pasir Panjang 2,40_to_44,220,2020
Queenstown,Pasir Panjang 2,45_to_49,210,2020
Queenstown,Pasir Panjang 2,50_to_54,230,2020
Queenstown,Pasir Panjang 2,55_to_59,250,2020
Queenstown,Pasir Panjang 2,5_to_9,130,2020
Queenstown,Pasir Panjang 2,60_to_64,250,2020
Queenstown,Pasir Panjang 2,65_to_69,280,2020
Queenstown,Pasir Panjang 2,70_to_74,160,2020
Queenstown,Pasir Panjang 2,75_to_79,70,2020
Queenstown,Pasir Panjang 2,80_to_84,40,2020
Queenstown,Pasir Panjang 2,85_to_89,10,2020
Queenstown,Pasir Panjang 2,90_and_over,10,2020
Queenstown,Port,0_to_4,0,2020
Queenstown,Port,10_to_14,0,2020
Queenstown,Port,15_to_19,0,2020
Queenstown,Port,20_to_24,0,2020
Queenstown,Port,25_to_29,10,2020
Queenstown,Port,30_to_34,10,2020
Queenstown,Port,35_to_39,0,2020
Queenstown,Port,40_to_44,10,2020
Queenstown,Port,45_to_49,0,2020
Queenstown,Port,50_to_54,0,2020
Queenstown,Port,55_to_59,10,2020
Queenstown,Port,5_to_9,0,2020
Queenstown,Port,60_to_64,20,2020
Queenstown,Port,65_to_69,0,2020
Queenstown,Port,70_to_74,20,2020
Queenstown,Port,75_to_79,0,2020
Queenstown,Port,80_to_84,0,2020
Queenstown,Port,85_to_89,0,2020
Queenstown,Port,90_and_over,0,2020
Queenstown,Queensway,0_to_4,0,2020
Queenstown,Queensway,10_to_14,10,2020
Queenstown,Queensway,15_to_19,10,2020
Queenstown,Queensway,20_to_24,10,2020
Queenstown,Queensway,25_to_29,20,2020
Queenstown,Queensway,30_to_34,10,2020
Queenstown,Queensway,35_to_39,20,2020
Queenstown,Queensway,40_to_44,20,2020
Queenstown,Queensway,45_to_49,30,2020
Queenstown,Queensway,50_to_54,20,2020
Queenstown,Queensway,55_to_59,20,2020
Queenstown,Queensway,5_to_9,0,2020
Queenstown,Queensway,60_to_64,20,2020
Queenstown,Queensway,65_to_69,20,2020
Queenstown,Queensway,70_to_74,20,2020
Queenstown,Queensway,75_to_79,20,2020
Queenstown,Queensway,80_to_84,0,2020
Queenstown,Queensway,85_to_89,0,2020
Queenstown,Queensway,90_and_over,0,2020
Queenstown,Singapore Polytechnic,0_to_4,0,2020
Queenstown,Singapore Polytechnic,10_to_14,0,2020
Queenstown,Singapore Polytechnic,15_to_19,0,2020
Queenstown,Singapore Polytechnic,20_to_24,0,2020
Queenstown,Singapore Polytechnic,25_to_29,0,2020
Queenstown,Singapore Polytechnic,30_to_34,0,2020
Queenstown,Singapore Polytechnic,35_to_39,0,2020
Queenstown,Singapore Polytechnic,40_to_44,0,2020
Queenstown,Singapore Polytechnic,45_to_49,0,2020
Queenstown,Singapore Polytechnic,50_to_54,0,2020
Queenstown,Singapore Polytechnic,55_to_59,0,2020
Queenstown,Singapore Polytechnic,5_to_9,0,2020
Queenstown,Singapore Polytechnic,60_to_64,0,2020
Queenstown,Singapore Polytechnic,65_to_69,0,2020
Queenstown,Singapore Polytechnic,70_to_74,0,2020
Queenstown,Singapore Polytechnic,75_to_79,0,2020
Queenstown,Singapore Polytechnic,80_to_84,0,2020
Queenstown,Singapore Polytechnic,85_to_89,0,2020
Queenstown,Singapore Polytechnic,90_and_over,0,2020
Queenstown,Tanglin Halt,0_to_4,400,2020
Queenstown,Tanglin Halt,10_to_14,400,2020
Queenstown,Tanglin Halt,15_to_19,400,2020
Queenstown,Tanglin Halt,20_to_24,410,2020
Queenstown,Tanglin Halt,25_to_29,580,2020
Queenstown,Tanglin Halt,30_to_34,730,2020
Queenstown,Tanglin Halt,35_to_39,740,2020
Queenstown,Tanglin Halt,40_to_44,860,2020
Queenstown,Tanglin Halt,45_to_49,840,2020
Queenstown,Tanglin Halt,50_to_54,740,2020
Queenstown,Tanglin Halt,55_to_59,780,2020
Queenstown,Tanglin Halt,5_to_9,390,2020
Queenstown,Tanglin Halt,60_to_64,730,2020
Queenstown,Tanglin Halt,65_to_69,670,2020
Queenstown,Tanglin Halt,70_to_74,680,2020
Queenstown,Tanglin Halt,75_to_79,470,2020
Queenstown,Tanglin Halt,80_to_84,420,2020
Queenstown,Tanglin Halt,85_to_89,290,2020
Queenstown,Tanglin Halt,90_and_over,130,2020
River Valley,Institution Hill,0_to_4,200,2020
River Valley,Institution Hill,10_to_14,190,2020
River Valley,Institution Hill,15_to_19,140,2020
River Valley,Institution Hill,20_to_24,120,2020
River Valley,Institution Hill,25_to_29,130,2020
River Valley,Institution Hill,30_to_34,180,2020
River Valley,Institution Hill,35_to_39,340,2020
River Valley,Institution Hill,40_to_44,420,2020
River Valley,Institution Hill,45_to_49,350,2020
River Valley,Institution Hill,50_to_54,220,2020
River Valley,Institution Hill,55_to_59,140,2020
River Valley,Institution Hill,5_to_9,270,2020
River Valley,Institution Hill,60_to_64,120,2020
River Valley,Institution Hill,65_to_69,130,2020
River Valley,Institution Hill,70_to_74,110,2020
River Valley,Institution Hill,75_to_79,40,2020
River Valley,Institution Hill,80_to_84,30,2020
River Valley,Institution Hill,85_to_89,10,2020
River Valley,Institution Hill,90_and_over,0,2020
River Valley,Leonie Hill,0_to_4,120,2020
River Valley,Leonie Hill,10_to_14,180,2020
River Valley,Leonie Hill,15_to_19,180,2020
River Valley,Leonie Hill,20_to_24,130,2020
River Valley,Leonie Hill,25_to_29,170,2020
River Valley,Leonie Hill,30_to_34,190,2020
River Valley,Leonie Hill,35_to_39,230,2020
River Valley,Leonie Hill,40_to_44,310,2020
River Valley,Leonie Hill,45_to_49,390,2020
River Valley,Leonie Hill,50_to_54,300,2020
River Valley,Leonie Hill,55_to_59,210,2020
River Valley,Leonie Hill,5_to_9,160,2020
River Valley,Leonie Hill,60_to_64,190,2020
River Valley,Leonie Hill,65_to_69,130,2020
River Valley,Leonie Hill,70_to_74,110,2020
River Valley,Leonie Hill,75_to_79,50,2020
River Valley,Leonie Hill,80_to_84,30,2020
River Valley,Leonie Hill,85_to_89,20,2020
River Valley,Leonie Hill,90_and_over,10,2020
River Valley,One Tree Hill,0_to_4,80,2020
River Valley,One Tree Hill,10_to_14,110,2020
River Valley,One Tree Hill,15_to_19,130,2020
River Valley,One Tree Hill,20_to_24,110,2020
River Valley,One Tree Hill,25_to_29,120,2020
River Valley,One Tree Hill,30_to_34,110,2020
River Valley,One Tree Hill,35_to_39,140,2020
River Valley,One Tree Hill,40_to_44,150,2020
River Valley,One Tree Hill,45_to_49,190,2020
River Valley,One Tree Hill,50_to_54,220,2020
River Valley,One Tree Hill,55_to_59,170,2020
River Valley,One Tree Hill,5_to_9,90,2020
River Valley,One Tree Hill,60_to_64,150,2020
River Valley,One Tree Hill,65_to_69,110,2020
River Valley,One Tree Hill,70_to_74,100,2020
River Valley,One Tree Hill,75_to_79,70,2020
River Valley,One Tree Hill,80_to_84,40,2020
River Valley,One Tree Hill,85_to_89,30,2020
River Valley,One Tree Hill,90_and_over,10,2020
River Valley,Oxley,0_to_4,50,2020
River Valley,Oxley,10_to_14,70,2020
River Valley,Oxley,15_to_19,90,2020
River Valley,Oxley,20_to_24,40,2020
River Valley,Oxley,25_to_29,110,2020
River Valley,Oxley,30_to_34,110,2020
River Valley,Oxley,35_to_39,100,2020
River Valley,Oxley,40_to_44,140,2020
River Valley,Oxley,45_to_49,120,2020
River Valley,Oxley,50_to_54,120,2020
River Valley,Oxley,55_to_59,110,2020
River Valley,Oxley,5_to_9,70,2020
River Valley,Oxley,60_to_64,80,2020
River Valley,Oxley,65_to_69,60,2020
River Valley,Oxley,70_to_74,90,2020
River Valley,Oxley,75_to_79,50,2020
River Valley,Oxley,80_to_84,30,2020
River Valley,Oxley,85_to_89,10,2020
River Valley,Oxley,90_and_over,10,2020
River Valley,Paterson,0_to_4,20,2020
River Valley,Paterson,10_to_14,20,2020
River Valley,Paterson,15_to_19,20,2020
River Valley,Paterson,20_to_24,10,2020
River Valley,Paterson,25_to_29,0,2020
River Valley,Paterson,30_to_34,20,2020
River Valley,Paterson,35_to_39,20,2020
River Valley,Paterson,40_to_44,30,2020
River Valley,Paterson,45_to_49,20,2020
River Valley,Paterson,50_to_54,20,2020
River Valley,Paterson,55_to_59,20,2020
River Valley,Paterson,5_to_9,20,2020
River Valley,Paterson,60_to_64,20,2020
River Valley,Paterson,65_to_69,10,2020
River Valley,Paterson,70_to_74,0,2020
River Valley,Paterson,75_to_79,0,2020
River Valley,Paterson,80_to_84,0,2020
River Valley,Paterson,85_to_89,0,2020
River Valley,Paterson,90_and_over,0,2020
Rochor,Bencoolen,0_to_4,30,2020
Rochor,Bencoolen,10_to_14,40,2020
Rochor,Bencoolen,15_to_19,30,2020
Rochor,Bencoolen,20_to_24,50,2020
Rochor,Bencoolen,25_to_29,70,2020
Rochor,Bencoolen,30_to_34,100,2020
Rochor,Bencoolen,35_to_39,80,2020
Rochor,Bencoolen,40_to_44,100,2020
Rochor,Bencoolen,45_to_49,100,2020
Rochor,Bencoolen,50_to_54,120,2020
Rochor,Bencoolen,55_to_59,100,2020
Rochor,Bencoolen,5_to_9,30,2020
Rochor,Bencoolen,60_to_64,110,2020
Rochor,Bencoolen,65_to_69,100,2020
Rochor,Bencoolen,70_to_74,50,2020
Rochor,Bencoolen,75_to_79,40,2020
Rochor,Bencoolen,80_to_84,30,2020
Rochor,Bencoolen,85_to_89,20,2020
Rochor,Bencoolen,90_and_over,30,2020
Rochor,Farrer Park,0_to_4,80,2020
Rochor,Farrer Park,10_to_14,130,2020
Rochor,Farrer Park,15_to_19,110,2020
Rochor,Farrer Park,20_to_24,100,2020
Rochor,Farrer Park,25_to_29,140,2020
Rochor,Farrer Park,30_to_34,190,2020
Rochor,Farrer Park,35_to_39,210,2020
Rochor,Farrer Park,40_to_44,240,2020
Rochor,Farrer Park,45_to_49,240,2020
Rochor,Farrer Park,50_to_54,190,2020
Rochor,Farrer Park,55_to_59,180,2020
Rochor,Farrer Park,5_to_9,70,2020
Rochor,Farrer Park,60_to_64,200,2020
Rochor,Farrer Park,65_to_69,180,2020
Rochor,Farrer Park,70_to_74,150,2020
Rochor,Farrer Park,75_to_79,80,2020
Rochor,Farrer Park,80_to_84,40,2020
Rochor,Farrer Park,85_to_89,40,2020
Rochor,Farrer Park,90_and_over,30,2020
Rochor,Kampong Glam,0_to_4,0,2020
Rochor,Kampong Glam,10_to_14,0,2020
Rochor,Kampong Glam,15_to_19,0,2020
Rochor,Kampong Glam,20_to_24,0,2020
Rochor,Kampong Glam,25_to_29,0,2020
Rochor,Kampong Glam,30_to_34,10,2020
Rochor,Kampong Glam,35_to_39,0,2020
Rochor,Kampong Glam,40_to_44,10,2020
Rochor,Kampong Glam,45_to_49,10,2020
Rochor,Kampong Glam,50_to_54,0,2020
Rochor,Kampong Glam,55_to_59,0,2020
Rochor,Kampong Glam,5_to_9,0,2020
Rochor,Kampong Glam,60_to_64,0,2020
Rochor,Kampong Glam,65_to_69,10,2020
Rochor,Kampong Glam,70_to_74,0,2020
Rochor,Kampong Glam,75_to_79,0,2020
Rochor,Kampong Glam,80_to_84,0,2020
Rochor,Kampong Glam,85_to_89,10,2020
Rochor,Kampong Glam,90_and_over,20,2020
Rochor,Little India,0_to_4,80,2020
Rochor,Little India,10_to_14,100,2020
Rochor,Little India,15_to_19,130,2020
Rochor,Little India,20_to_24,170,2020
Rochor,Little India,25_to_29,210,2020
Rochor,Little India,30_to_34,200,2020
Rochor,Little India,35_to_39,190,2020
Rochor,Little India,40_to_44,220,2020
Rochor,Little India,45_to_49,260,2020
Rochor,Little India,50_to_54,240,2020
Rochor,Little India,55_to_59,250,2020
Rochor,Little India,5_to_9,80,2020
Rochor,Little India,60_to_64,280,2020
Rochor,Little India,65_to_69,250,2020
Rochor,Little India,70_to_74,230,2020
Rochor,Little India,75_to_79,140,2020
Rochor,Little India,80_to_84,110,2020
Rochor,Little India,85_to_89,60,2020
Rochor,Little India,90_and_over,60,2020
