PA,SZ,AG,Pop,Time
Central Water Catchment,Central Water Catchment,90_and_over,0,2020
Changi,Changi Airport,0_to_4,0,2020
Changi,Changi Airport,10_to_14,0,2020
Changi,Changi Airport,15_to_19,0,2020
Changi,Changi Airport,20_to_24,0,2020
Changi,Changi Airport,25_to_29,0,2020
Changi,Changi Airport,30_to_34,0,2020
Changi,Changi Airport,35_to_39,0,2020
Changi,Changi Airport,40_to_44,0,2020
Changi,Changi Airport,45_to_49,0,2020
Changi,Changi Airport,50_to_54,0,2020
Changi,Changi Airport,55_to_59,0,2020
Changi,Changi Airport,5_to_9,0,2020
Changi,Changi Airport,60_to_64,0,2020
Changi,Changi Airport,65_to_69,0,2020
Changi,Changi Airport,70_to_74,0,2020
Changi,Changi Airport,75_to_79,0,2020
Changi,Changi Airport,80_to_84,0,2020
Changi,Changi Airport,85_to_89,0,2020
Changi,Changi Airport,90_and_over,0,2020
Changi,Changi Point,0_to_4,0,2020
Changi,Changi Point,10_to_14,30,2020
Changi,Changi Point,15_to_19,10,2020
Changi,Changi Point,20_to_24,30,2020
Changi,Changi Point,25_to_29,20,2020
Changi,Changi Point,30_to_34,20,2020
Changi,Changi Point,35_to_39,20,2020
Changi,Changi Point,40_to_44,20,2020
Changi,Changi Point,45_to_49,60,2020
Changi,Changi Point,50_to_54,70,2020
Changi,Changi Point,55_to_59,50,2020
Changi,Changi Point,5_to_9,0,2020
Changi,Changi Point,60_to_64,70,2020
Changi,Changi Point,65_to_69,50,2020
Changi,Changi Point,70_to_74,40,2020
Changi,Changi Point,75_to_79,10,2020
Changi,Changi Point,80_to_84,10,2020
Changi,Changi Point,85_to_89,0,2020
Changi,Changi Point,90_and_over,0,2020
Changi,Changi West,0_to_4,120,2020
Changi,Changi West,10_to_14,130,2020
Changi,Changi West,15_to_19,80,2020
Changi,Changi West,20_to_24,60,2020
Changi,Changi West,25_to_29,60,2020
Changi,Changi West,30_to_34,130,2020
Changi,Changi West,35_to_39,140,2020
Changi,Changi West,40_to_44,160,2020
Changi,Changi West,45_to_49,130,2020
Changi,Changi West,50_to_54,80,2020
Changi,Changi West,55_to_59,50,2020
Changi,Changi West,5_to_9,130,2020
Changi,Changi West,60_to_64,30,2020
Changi,Changi West,65_to_69,30,2020
Changi,Changi West,70_to_74,20,2020
Changi,Changi West,75_to_79,0,2020
Changi,Changi West,80_to_84,0,2020
Changi,Changi West,85_to_89,0,2020
Changi,Changi West,90_and_over,0,2020
Changi Bay,Changi Bay,0_to_4,0,2020
Changi Bay,Changi Bay,10_to_14,0,2020
Changi Bay,Changi Bay,15_to_19,0,2020
Changi Bay,Changi Bay,20_to_24,0,2020
Changi Bay,Changi Bay,25_to_29,0,2020
Changi Bay,Changi Bay,30_to_34,0,2020
Changi Bay,Changi Bay,35_to_39,0,2020
Changi Bay,Changi Bay,40_to_44,0,2020
Changi Bay,Changi Bay,45_to_49,0,2020
Changi Bay,Changi Bay,50_to_54,0,2020
Changi Bay,Changi Bay,55_to_59,0,2020
Changi Bay,Changi Bay,5_to_9,0,2020
Changi Bay,Changi Bay,60_to_64,0,2020
Changi Bay,Changi Bay,65_to_69,0,2020
Changi Bay,Changi Bay,70_to_74,0,2020
Changi Bay,Changi Bay,75_to_79,0,2020
Changi Bay,Changi Bay,80_to_84,0,2020
Changi Bay,Changi Bay,85_to_89,0,2020
Changi Bay,Changi Bay,90_and_over,0,2020
Choa Chu Kang,Choa Chu Kang Central,0_to_4,830,2020
Choa Chu Kang,Choa Chu Kang Central,10_to_14,1330,2020
Choa Chu Kang,Choa Chu Kang Central,15_to_19,1430,2020
Choa Chu Kang,Choa Chu Kang Central,20_to_24,1800,2020
Choa Chu Kang,Choa Chu Kang Central,25_to_29,1950,2020
Choa Chu Kang,Choa Chu Kang Central,30_to_34,1360,2020
Choa Chu Kang,Choa Chu Kang Central,35_to_39,1460,2020
Choa Chu Kang,Choa Chu Kang Central,40_to_44,1650,2020
Choa Chu Kang,Choa Chu Kang Central,45_to_49,1820,2020
Choa Chu Kang,Choa Chu Kang Central,50_to_54,1970,2020
Choa Chu Kang,Choa Chu Kang Central,55_to_59,2000,2020
Choa Chu Kang,Choa Chu Kang Central,5_to_9,1100,2020
Choa Chu Kang,Choa Chu Kang Central,60_to_64,1500,2020
Choa Chu Kang,Choa Chu Kang Central,65_to_69,990,2020
Choa Chu Kang,Choa Chu Kang Central,70_to_74,650,2020
Choa Chu Kang,Choa Chu Kang Central,75_to_79,340,2020
Choa Chu Kang,Choa Chu Kang Central,80_to_84,230,2020
Choa Chu Kang,Choa Chu Kang Central,85_to_89,120,2020
Choa Chu Kang,Choa Chu Kang Central,90_and_over,70,2020
Choa Chu Kang,Choa Chu Kang North,0_to_4,850,2020
Choa Chu Kang,Choa Chu Kang North,10_to_14,1640,2020
Choa Chu Kang,Choa Chu Kang North,15_to_19,2410,2020
Choa Chu Kang,Choa Chu Kang North,20_to_24,3510,2020
Choa Chu Kang,Choa Chu Kang North,25_to_29,3060,2020
Choa Chu Kang,Choa Chu Kang North,30_to_34,1680,2020
Choa Chu Kang,Choa Chu Kang North,35_to_39,1580,2020
Choa Chu Kang,Choa Chu Kang North,40_to_44,1650,2020
Choa Chu Kang,Choa Chu Kang North,45_to_49,2280,2020
Choa Chu Kang,Choa Chu Kang North,50_to_54,3430,2020
Choa Chu Kang,Choa Chu Kang North,55_to_59,3230,2020
Choa Chu Kang,Choa Chu Kang North,5_to_9,1140,2020
Choa Chu Kang,Choa Chu Kang North,60_to_64,2280,2020
Choa Chu Kang,Choa Chu Kang North,65_to_69,1410,2020
Choa Chu Kang,Choa Chu Kang North,70_to_74,860,2020
Choa Chu Kang,Choa Chu Kang North,75_to_79,440,2020
Choa Chu Kang,Choa Chu Kang North,80_to_84,340,2020
Choa Chu Kang,Choa Chu Kang North,85_to_89,220,2020
Choa Chu Kang,Choa Chu Kang North,90_and_over,80,2020
Choa Chu Kang,Keat Hong,0_to_4,3550,2020
Choa Chu Kang,Keat Hong,10_to_14,2070,2020
Choa Chu Kang,Keat Hong,15_to_19,2050,2020
Choa Chu Kang,Keat Hong,20_to_24,2320,2020
Choa Chu Kang,Keat Hong,25_to_29,3260,2020
Choa Chu Kang,Keat Hong,30_to_34,4690,2020
Choa Chu Kang,Keat Hong,35_to_39,3470,2020
Choa Chu Kang,Keat Hong,40_to_44,2670,2020
Choa Chu Kang,Keat Hong,45_to_49,2430,2020
Choa Chu Kang,Keat Hong,50_to_54,2430,2020
Choa Chu Kang,Keat Hong,55_to_59,2280,2020
Choa Chu Kang,Keat Hong,5_to_9,2660,2020
Choa Chu Kang,Keat Hong,60_to_64,1720,2020
Choa Chu Kang,Keat Hong,65_to_69,1120,2020
Choa Chu Kang,Keat Hong,70_to_74,700,2020
Choa Chu Kang,Keat Hong,75_to_79,340,2020
Choa Chu Kang,Keat Hong,80_to_84,240,2020
Choa Chu Kang,Keat Hong,85_to_89,160,2020
Choa Chu Kang,Keat Hong,90_and_over,70,2020
Choa Chu Kang,Peng Siang,0_to_4,1650,2020
Choa Chu Kang,Peng Siang,10_to_14,1760,2020
Choa Chu Kang,Peng Siang,15_to_19,2030,2020
Choa Chu Kang,Peng Siang,20_to_24,2570,2020
Choa Chu Kang,Peng Siang,25_to_29,2990,2020
Choa Chu Kang,Peng Siang,30_to_34,2740,2020
Choa Chu Kang,Peng Siang,35_to_39,2640,2020
Choa Chu Kang,Peng Siang,40_to_44,2300,2020
Choa Chu Kang,Peng Siang,45_to_49,2440,2020
Choa Chu Kang,Peng Siang,50_to_54,2680,2020
Choa Chu Kang,Peng Siang,55_to_59,2880,2020
Choa Chu Kang,Peng Siang,5_to_9,1750,2020
Choa Chu Kang,Peng Siang,60_to_64,2390,2020
Choa Chu Kang,Peng Siang,65_to_69,1730,2020
Choa Chu Kang,Peng Siang,70_to_74,1120,2020
Choa Chu Kang,Peng Siang,75_to_79,460,2020
Choa Chu Kang,Peng Siang,80_to_84,280,2020
Choa Chu Kang,Peng Siang,85_to_89,210,2020
Choa Chu Kang,Peng Siang,90_and_over,130,2020
Choa Chu Kang,Teck Whye,0_to_4,780,2020
Choa Chu Kang,Teck Whye,10_to_14,1020,2020
Choa Chu Kang,Teck Whye,15_to_19,1360,2020
Choa Chu Kang,Teck Whye,20_to_24,1910,2020
Choa Chu Kang,Teck Whye,25_to_29,2330,2020
Choa Chu Kang,Teck Whye,30_to_34,1600,2020
Choa Chu Kang,Teck Whye,35_to_39,1360,2020
Choa Chu Kang,Teck Whye,40_to_44,1250,2020
Choa Chu Kang,Teck Whye,45_to_49,1650,2020
Choa Chu Kang,Teck Whye,50_to_54,1920,2020
Choa Chu Kang,Teck Whye,55_to_59,2440,2020
Choa Chu Kang,Teck Whye,5_to_9,770,2020
Choa Chu Kang,Teck Whye,60_to_64,2070,2020
Choa Chu Kang,Teck Whye,65_to_69,1570,2020
Choa Chu Kang,Teck Whye,70_to_74,1050,2020
Choa Chu Kang,Teck Whye,75_to_79,620,2020
Choa Chu Kang,Teck Whye,80_to_84,410,2020
Choa Chu Kang,Teck Whye,85_to_89,210,2020
Choa Chu Kang,Teck Whye,90_and_over,110,2020
Choa Chu Kang,Yew Tee,0_to_4,1360,2020
Choa Chu Kang,Yew Tee,10_to_14,2400,2020
Choa Chu Kang,Yew Tee,15_to_19,2810,2020
Choa Chu Kang,Yew Tee,20_to_24,3370,2020
Choa Chu Kang,Yew Tee,25_to_29,3060,2020
Choa Chu Kang,Yew Tee,30_to_34,2400,2020
Choa Chu Kang,Yew Tee,35_to_39,2650,2020
Choa Chu Kang,Yew Tee,40_to_44,3130,2020
Choa Chu Kang,Yew Tee,45_to_49,3550,2020
Choa Chu Kang,Yew Tee,50_to_54,3700,2020
Choa Chu Kang,Yew Tee,55_to_59,3320,2020
Choa Chu Kang,Yew Tee,5_to_9,1900,2020
Choa Chu Kang,Yew Tee,60_to_64,2850,2020
Choa Chu Kang,Yew Tee,65_to_69,1770,2020
Choa Chu Kang,Yew Tee,70_to_74,1010,2020
Choa Chu Kang,Yew Tee,75_to_79,510,2020
Choa Chu Kang,Yew Tee,80_to_84,340,2020
Choa Chu Kang,Yew Tee,85_to_89,160,2020
Choa Chu Kang,Yew Tee,90_and_over,90,2020
Clementi,Clementi Central,0_to_4,480,2020
Clementi,Clementi Central,10_to_14,710,2020
Clementi,Clementi Central,15_to_19,670,2020
Clementi,Clementi Central,20_to_24,710,2020
Clementi,Clementi Central,25_to_29,860,2020
Clementi,Clementi Central,30_to_34,840,2020
Clementi,Clementi Central,35_to_39,910,2020
Clementi,Clementi Central,40_to_44,1050,2020
Clementi,Clementi Central,45_to_49,1160,2020
Clementi,Clementi Central,50_to_54,990,2020
Clementi,Clementi Central,55_to_59,980,2020
Clementi,Clementi Central,5_to_9,630,2020
Clementi,Clementi Central,60_to_64,1000,2020
Clementi,Clementi Central,65_to_69,1020,2020
Clementi,Clementi Central,70_to_74,920,2020
Clementi,Clementi Central,75_to_79,510,2020
Clementi,Clementi Central,80_to_84,340,2020
Clementi,Clementi Central,85_to_89,180,2020
Clementi,Clementi Central,90_and_over,110,2020
Clementi,Clementi North,0_to_4,1400,2020
Clementi,Clementi North,10_to_14,1160,2020
Clementi,Clementi North,15_to_19,1150,2020
Clementi,Clementi North,20_to_24,1300,2020
Clementi,Clementi North,25_to_29,1550,2020
Clementi,Clementi North,30_to_34,2190,2020
Clementi,Clementi North,35_to_39,2360,2020
Clementi,Clementi North,40_to_44,2200,2020
Clementi,Clementi North,45_to_49,2170,2020
Clementi,Clementi North,50_to_54,1880,2020
Clementi,Clementi North,55_to_59,1990,2020
Clementi,Clementi North,5_to_9,1220,2020
Clementi,Clementi North,60_to_64,1840,2020
Clementi,Clementi North,65_to_69,2060,2020
Clementi,Clementi North,70_to_74,1970,2020
Clementi,Clementi North,75_to_79,1030,2020
Clementi,Clementi North,80_to_84,830,2020
Clementi,Clementi North,85_to_89,400,2020
Clementi,Clementi North,90_and_over,230,2020
Clementi,Clementi West,0_to_4,490,2020
Clementi,Clementi West,10_to_14,750,2020
Clementi,Clementi West,15_to_19,760,2020
Clementi,Clementi West,20_to_24,830,2020
Clementi,Clementi West,25_to_29,820,2020
Clementi,Clementi West,30_to_34,820,2020
Clementi,Clementi West,35_to_39,1010,2020
Clementi,Clementi West,40_to_44,1240,2020
Clementi,Clementi West,45_to_49,1250,2020
Clementi,Clementi West,50_to_54,1180,2020
Clementi,Clementi West,55_to_59,1150,2020
Clementi,Clementi West,5_to_9,640,2020
Clementi,Clementi West,60_to_64,1190,2020
Clementi,Clementi West,65_to_69,1160,2020
Clementi,Clementi West,70_to_74,950,2020
Clementi,Clementi West,75_to_79,470,2020
Clementi,Clementi West,80_to_84,310,2020
Clementi,Clementi West,85_to_89,140,2020
Clementi,Clementi West,90_and_over,70,2020
Clementi,Clementi Woods,0_to_4,680,2020
Clementi,Clementi Woods,10_to_14,810,2020
Clementi,Clementi Woods,15_to_19,820,2020
Clementi,Clementi Woods,20_to_24,830,2020
Clementi,Clementi Woods,25_to_29,870,2020
Clementi,Clementi Woods,30_to_34,1080,2020
Clementi,Clementi Woods,35_to_39,1260,2020
Clementi,Clementi Woods,40_to_44,1170,2020
Clementi,Clementi Woods,45_to_49,1180,2020
Clementi,Clementi Woods,50_to_54,1130,2020
Clementi,Clementi Woods,55_to_59,1170,2020
Clementi,Clementi Woods,5_to_9,750,2020
Clementi,Clementi Woods,60_to_64,1070,2020
Clementi,Clementi Woods,65_to_69,1080,2020
Clementi,Clementi Woods,70_to_74,1000,2020
Clementi,Clementi Woods,75_to_79,520,2020
Clementi,Clementi Woods,80_to_84,370,2020
Clementi,Clementi Woods,85_to_89,170,2020
Clementi,Clementi Woods,90_and_over,90,2020
Clementi,Faber,0_to_4,270,2020
Clementi,Faber,10_to_14,440,2020
Clementi,Faber,15_to_19,320,2020
Clementi,Faber,20_to_24,270,2020
Clementi,Faber,25_to_29,290,2020
Clementi,Faber,30_to_34,370,2020
Clementi,Faber,35_to_39,470,2020
Clementi,Faber,40_to_44,530,2020
Clementi,Faber,45_to_49,500,2020
Clementi,Faber,50_to_54,350,2020
Clementi,Faber,55_to_59,290,2020
Clementi,Faber,5_to_9,430,2020
Clementi,Faber,60_to_64,220,2020
Clementi,Faber,65_to_69,220,2020
Clementi,Faber,70_to_74,170,2020
Clementi,Faber,75_to_79,110,2020
Clementi,Faber,80_to_84,60,2020
Clementi,Faber,85_to_89,30,2020
Clementi,Faber,90_and_over,10,2020
Clementi,Pandan,0_to_4,0,2020
Clementi,Pandan,10_to_14,0,2020
Clementi,Pandan,15_to_19,0,2020
Clementi,Pandan,20_to_24,0,2020
Clementi,Pandan,25_to_29,0,2020
Clementi,Pandan,30_to_34,0,2020
Clementi,Pandan,35_to_39,0,2020
Clementi,Pandan,40_to_44,0,2020
Clementi,Pandan,45_to_49,0,2020
Clementi,Pandan,50_to_54,0,2020
Clementi,Pandan,55_to_59,0,2020
Clementi,Pandan,5_to_9,0,2020
Clementi,Pandan,60_to_64,0,2020
Clementi,Pandan,65_to_69,0,2020
Clementi,Pandan,70_to_74,0,2020
Clementi,Pandan,75_to_79,0,2020
Clementi,Pandan,80_to_84,0,2020
Clementi,Pandan,85_to_89,0,2020
Clementi,Pandan,90_and_over,0,2020
Clementi,Sunset Way,0_to_4,180,2020
Clementi,Sunset Way,10_to_14,280,2020
Clementi,Sunset Way,15_to_19,310,2020
Clementi,Sunset Way,20_to_24,310,2020
Clementi,Sunset Way,25_to_29,340,2020
Clementi,Sunset Way,30_to_34,340,2020
Clementi,Sunset Way,35_to_39,320,2020
Clementi,Sunset Way,40_to_44,370,2020
Clementi,Sunset Way,45_to_49,400,2020
Clementi,Sunset Way,50_to_54,460,2020
Clementi,Sunset Way,55_to_59,430,2020
Clementi,Sunset Way,5_to_9,230,2020
Clementi,Sunset Way,60_to_64,430,2020
Clementi,Sunset Way,65_to_69,490,2020
Clementi,Sunset Way,70_to_74,370,2020
Clementi,Sunset Way,75_to_79,190,2020
Clementi,Sunset Way,80_to_84,140,2020
Clementi,Sunset Way,85_to_89,90,2020
Clementi,Sunset Way,90_and_over,30,2020
Clementi,Toh Tuck,0_to_4,0,2020
Clementi,Toh Tuck,10_to_14,0,2020
Clementi,Toh Tuck,15_to_19,0,2020
Clementi,Toh Tuck,20_to_24,0,2020
Clementi,Toh Tuck,25_to_29,0,2020
Clementi,Toh Tuck,30_to_34,0,2020
Clementi,Toh Tuck,35_to_39,0,2020
Clementi,Toh Tuck,40_to_44,0,2020
Clementi,Toh Tuck,45_to_49,0,2020
Clementi,Toh Tuck,50_to_54,0,2020
Clementi,Toh Tuck,55_to_59,0,2020
Clementi,Toh Tuck,5_to_9,0,2020
Clementi,Toh Tuck,60_to_64,0,2020
Clementi,Toh Tuck,65_to_69,0,2020
Clementi,Toh Tuck,70_to_74,0,2020
Clementi,Toh Tuck,75_to_79,0,2020
Clementi,Toh Tuck,80_to_84,0,2020
Clementi,Toh Tuck,85_to_89,0,2020
Clementi,Toh Tuck,90_and_over,0,2020
Clementi,West Coast,0_to_4,300,2020
Clementi,West Coast,10_to_14,550,2020
Clementi,West Coast,15_to_19,470,2020
Clementi,West Coast,20_to_24,390,2020
Clementi,West Coast,25_to_29,360,2020
Clementi,West Coast,30_to_34,320,2020
Clementi,West Coast,35_to_39,480,2020
Clementi,West Coast,40_to_44,660,2020
Clementi,West Coast,45_to_49,720,2020
Clementi,West Coast,50_to_54,540,2020
Clementi,West Coast,55_to_59,390,2020
Clementi,West Coast,5_to_9,480,2020
Clementi,West Coast,60_to_64,340,2020
Clementi,West Coast,65_to_69,300,2020
Clementi,West Coast,70_to_74,290,2020
Clementi,West Coast,75_to_79,130,2020
Clementi,West Coast,80_to_84,90,2020
Clementi,West Coast,85_to_89,40,2020
Clementi,West Coast,90_and_over,20,2020
Downtown Core,Anson,0_to_4,0,2020
Downtown Core,Anson,10_to_14,0,2020
Downtown Core,Anson,15_to_19,0,2020
Downtown Core,Anson,20_to_24,0,2020
Downtown Core,Anson,25_to_29,0,2020
Downtown Core,Anson,30_to_34,0,2020
Downtown Core,Anson,35_to_39,0,2020
Downtown Core,Anson,40_to_44,0,2020
Downtown Core,Anson,45_to_49,0,2020
Downtown Core,Anson,50_to_54,0,2020
Downtown Core,Anson,55_to_59,0,2020
Downtown Core,Anson,5_to_9,0,2020
Downtown Core,Anson,60_to_64,0,2020
Downtown Core,Anson,65_to_69,0,2020
Downtown Core,Anson,70_to_74,0,2020
Downtown Core,Anson,75_to_79,0,2020
Downtown Core,Anson,80_to_84,0,2020
Downtown Core,Anson,85_to_89,0,2020
Downtown Core,Anson,90_and_over,0,2020
Downtown Core,Bayfront Subzone,0_to_4,0,2020
Downtown Core,Bayfront Subzone,10_to_14,0,2020
Downtown Core,Bayfront Subzone,15_to_19,0,2020
Downtown Core,Bayfront Subzone,20_to_24,0,2020
Downtown Core,Bayfront Subzone,25_to_29,0,2020
Downtown Core,Bayfront Subzone,30_to_34,0,2020
Downtown Core,Bayfront Subzone,35_to_39,0,2020
Downtown Core,Bayfront Subzone,40_to_44,0,2020
Downtown Core,Bayfront Subzone,45_to_49,0,2020
Downtown Core,Bayfront Subzone,50_to_54,0,2020
Downtown Core,Bayfront Subzone,55_to_59,0,2020
Downtown Core,Bayfront Subzone,5_to_9,0,2020
Downtown Core,Bayfront Subzone,60_to_64,0,2020
Downtown Core,Bayfront Subzone,65_to_69,0,2020
Downtown Core,Bayfront Subzone,70_to_74,0,2020
Downtown Core,Bayfront Subzone,75_to_79,0,2020
Downtown Core,Bayfront Subzone,80_to_84,0,2020
Downtown Core,Bayfront Subzone,85_to_89,0,2020
Downtown Core,Bayfront Subzone,90_and_over,0,2020
Downtown Core,Bugis,0_to_4,20,2020
Downtown Core,Bugis,10_to_14,10,2020
Downtown Core,Bugis,15_to_19,30,2020
Downtown Core,Bugis,20_to_24,40,2020
Downtown Core,Bugis,25_to_29,50,2020
Downtown Core,Bugis,30_to_34,70,2020
Downtown Core,Bugis,35_to_39,100,2020
Downtown Core,Bugis,40_to_44,70,2020
Downtown Core,Bugis,45_to_49,70,2020
Downtown Core,Bugis,50_to_54,70,2020
Downtown Core,Bugis,55_to_59,60,2020
Downtown Core,Bugis,5_to_9,30,2020
Downtown Core,Bugis,60_to_64,60,2020
Downtown Core,Bugis,65_to_69,60,2020
Downtown Core,Bugis,70_to_74,70,2020
Downtown Core,Bugis,75_to_79,30,2020
Downtown Core,Bugis,80_to_84,40,2020
Downtown Core,Bugis,85_to_89,10,2020
Downtown Core,Bugis,90_and_over,20,2020
Downtown Core,Cecil,0_to_4,10,2020
Downtown Core,Cecil,10_to_14,0,2020
Downtown Core,Cecil,15_to_19,0,2020
Downtown Core,Cecil,20_to_24,10,2020
Downtown Core,Cecil,25_to_29,20,2020
Downtown Core,Cecil,30_to_34,40,2020
Downtown Core,Cecil,35_to_39,60,2020
Downtown Core,Cecil,40_to_44,40,2020
Downtown Core,Cecil,45_to_49,20,2020
Downtown Core,Cecil,50_to_54,20,2020
Downtown Core,Cecil,55_to_59,20,2020
Downtown Core,Cecil,5_to_9,0,2020
Downtown Core,Cecil,60_to_64,10,2020
Downtown Core,Cecil,65_to_69,0,2020
Downtown Core,Cecil,70_to_74,0,2020
Downtown Core,Cecil,75_to_79,0,2020
Downtown Core,Cecil,80_to_84,0,2020
Downtown Core,Cecil,85_to_89,0,2020
Downtown Core,Cecil,90_and_over,0,2020
Downtown Core,Central Subzone,0_to_4,40,2020
Downtown Core,Central Subzone,10_to_14,30,2020
Downtown Core,Central Subzone,15_to_19,30,2020
Downtown Core,Central Subzone,20_to_24,20,2020
Downtown Core,Central Subzone,25_to_29,60,2020
Downtown Core,Central Subzone,30_to_34,90,2020
Downtown Core,Central Subzone,35_to_39,110,2020
Downtown Core,Central Subzone,40_to_44,100,2020
Downtown Core,Central Subzone,45_to_49,130,2020
Downtown Core,Central Subzone,50_to_54,70,2020
Downtown Core,Central Subzone,55_to_59,60,2020
Downtown Core,Central Subzone,5_to_9,50,2020
Downtown Core,Central Subzone,60_to_64,40,2020
Downtown Core,Central Subzone,65_to_69,20,2020
Downtown Core,Central Subzone,70_to_74,20,2020
Downtown Core,Central Subzone,75_to_79,0,2020
Downtown Core,Central Subzone,80_to_84,0,2020
Downtown Core,Central Subzone,85_to_89,0,2020
Downtown Core,Central Subzone,90_and_over,0,2020
Downtown Core,City Hall,0_to_4,0,2020
Downtown Core,City Hall,10_to_14,0,2020
Downtown Core,City Hall,15_to_19,0,2020
Downtown Core,City Hall,20_to_24,0,2020
Downtown Core,City Hall,25_to_29,0,2020
Downtown Core,City Hall,30_to_34,0,2020
Downtown Core,City Hall,35_to_39,0,2020
Downtown Core,City Hall,40_to_44,0,2020
Downtown Core,City Hall,45_to_49,0,2020
Downtown Core,City Hall,50_to_54,0,2020
Downtown Core,City Hall,55_to_59,0,2020
Downtown Core,City Hall,5_to_9,0,2020
Downtown Core,City Hall,60_to_64,0,2020
Downtown Core,City Hall,65_to_69,0,2020
Downtown Core,City Hall,70_to_74,0,2020
Downtown Core,City Hall,75_to_79,0,2020
Downtown Core,City Hall,80_to_84,0,2020
Downtown Core,City Hall,85_to_89,0,2020
Downtown Core,City Hall,90_and_over,0,2020
Downtown Core,Clifford Pier,0_to_4,0,2020
Downtown Core,Clifford Pier,10_to_14,0,2020
Downtown Core,Clifford Pier,15_to_19,0,2020
Downtown Core,Clifford Pier,20_to_24,0,2020
Downtown Core,Clifford Pier,25_to_29,0,2020
Downtown Core,Clifford Pier,30_to_34,0,2020
Downtown Core,Clifford Pier,35_to_39,0,2020
Downtown Core,Clifford Pier,40_to_44,0,2020
Downtown Core,Clifford Pier,45_to_49,0,2020
Downtown Core,Clifford Pier,50_to_54,0,2020
Downtown Core,Clifford Pier,55_to_59,0,2020
Downtown Core,Clifford Pier,5_to_9,0,2020
Downtown Core,Clifford Pier,60_to_64,0,2020
Downtown Core,Clifford Pier,65_to_69,0,2020
Downtown Core,Clifford Pier,70_to_74,0,2020
Downtown Core,Clifford Pier,75_to_79,0,2020
Downtown Core,Clifford Pier,80_to_84,0,2020
Downtown Core,Clifford Pier,85_to_89,0,2020
Downtown Core,Clifford Pier,90_and_over,0,2020
Downtown Core,Marina Centre,0_to_4,0,2020
Downtown Core,Marina Centre,10_to_14,0,2020
Downtown Core,Marina Centre,15_to_19,0,2020
Downtown Core,Marina Centre,20_to_24,0,2020
Downtown Core,Marina Centre,25_to_29,0,2020
Downtown Core,Marina Centre,30_to_34,0,2020
Downtown Core,Marina Centre,35_to_39,0,2020
Downtown Core,Marina Centre,40_to_44,0,2020
Downtown Core,Marina Centre,45_to_49,0,2020
Downtown Core,Marina Centre,50_to_54,0,2020
Downtown Core,Marina Centre,55_to_59,0,2020
Downtown Core,Marina Centre,5_to_9,0,2020
Downtown Core,Marina Centre,60_to_64,0,2020
Downtown Core,Marina Centre,65_to_69,0,2020
Downtown Core,Marina Centre,70_to_74,0,2020
Downtown Core,Marina Centre,75_to_79,0,2020
Downtown Core,Marina Centre,80_to_84,0,2020
Downtown Core,Marina Centre,85_to_89,0,2020
Downtown Core,Marina Centre,90_and_over,0,2020
Downtown Core,Maxwell,0_to_4,0,2020
Downtown Core,Maxwell,10_to_14,0,2020
Downtown Core,Maxwell,15_to_19,0,2020
Downtown Core,Maxwell,20_to_24,0,2020
Downtown Core,Maxwell,25_to_29,0,2020
Downtown Core,Maxwell,30_to_34,0,2020
Downtown Core,Maxwell,35_to_39,0,2020
Downtown Core,Maxwell,40_to_44,0,2020
Downtown Core,Maxwell,45_to_49,0,2020
Downtown Core,Maxwell,50_to_54,0,2020
Downtown Core,Maxwell,55_to_59,0,2020
Downtown Core,Maxwell,5_to_9,0,2020
Downtown Core,Maxwell,60_to_64,0,2020
Downtown Core,Maxwell,65_to_69,0,2020
Downtown Core,Maxwell,70_to_74,0,2020
Downtown Core,Maxwell,75_to_79,0,2020
Downtown Core,Maxwell,80_to_84,0,2020
Downtown Core,Maxwell,85_to_89,0,2020
Downtown Core,Maxwell,90_and_over,0,2020
Downtown Core,Nicoll,0_to_4,10,2020
Downtown Core,Nicoll,10_to_14,0,2020
Downtown Core,Nicoll,15_to_19,10,2020
Downtown Core,Nicoll,20_to_24,20,2020
Downtown Core,Nicoll,25_to_29,20,2020
Downtown Core,Nicoll,30_to_34,20,2020
Downtown Core,Nicoll,35_to_39,20,2020
Downtown Core,Nicoll,40_to_44,30,2020
Downtown Core,Nicoll,45_to_49,30,2020
Downtown Core,Nicoll,50_to_54,20,2020
Downtown Core,Nicoll,55_to_59,20,2020
Downtown Core,Nicoll,5_to_9,0,2020
Downtown Core,Nicoll,60_to_64,20,2020
Downtown Core,Nicoll,65_to_69,20,2020
Downtown Core,Nicoll,70_to_74,20,2020
Downtown Core,Nicoll,75_to_79,0,2020
Downtown Core,Nicoll,80_to_84,0,2020
Downtown Core,Nicoll,85_to_89,0,2020
Downtown Core,Nicoll,90_and_over,0,2020
Downtown Core,Phillip,0_to_4,0,2020
Downtown Core,Phillip,10_to_14,0,2020
Downtown Core,Phillip,15_to_19,0,2020
Downtown Core,Phillip,20_to_24,0,2020
Downtown Core,Phillip,25_to_29,0,2020
Downtown Core,Phillip,30_to_34,0,2020
Downtown Core,Phillip,35_to_39,0,2020
Downtown Core,Phillip,40_to_44,0,2020
Downtown Core,Phillip,45_to_49,0,2020
Downtown Core,Phillip,50_to_54,0,2020
Downtown Core,Phillip,55_to_59,0,2020
Downtown Core,Phillip,5_to_9,0,2020
Downtown Core,Phillip,60_to_64,0,2020
Downtown Core,Phillip,65_to_69,0,2020
Downtown Core,Phillip,70_to_74,0,2020
Downtown Core,Phillip,75_to_79,0,2020
